Date,Close
6/19/2017 16:00:00,34.85
6/20/2017 16:00:00,34.6
6/21/2017 16:00:00,34.8
6/22/2017 16:00:00,35.3
6/23/2017 16:00:00,36
6/26/2017 16:00:00,35.93
6/27/2017 16:00:00,35.67
6/28/2017 16:00:00,36.1
6/29/2017 16:00:00,35.18
6/30/2017 16:00:00,35.18
7/3/2017 16:00:00,34.16
7/5/2017 16:00:00,34.68
7/6/2017 16:00:00,34.62
7/7/2017 16:00:00,35.31
7/10/2017 16:00:00,35.32
7/11/2017 16:00:00,35.34
7/12/2017 16:00:00,36.24
7/13/2017 16:00:00,35.53
7/14/2017 16:00:00,35.65
7/17/2017 16:00:00,35.65
7/18/2017 16:00:00,35.43
7/19/2017 16:00:00,36.26
7/20/2017 16:00:00,35.98
7/21/2017 16:00:00,35.75
7/24/2017 16:00:00,36.41
7/25/2017 16:00:00,38
7/26/2017 16:00:00,38.84
7/27/2017 16:00:00,37.97
7/28/2017 16:00:00,37.14
7/31/2017 16:00:00,35.82
8/1/2017 16:00:00,36.29
8/2/2017 16:00:00,34.5
8/3/2017 16:00:00,35.04
8/4/2017 16:00:00,35.33
8/7/2017 16:00:00,35.43
8/8/2017 16:00:00,35.15
8/9/2017 16:00:00,35.44
8/10/2017 16:00:00,34.78
8/11/2017 16:00:00,35.46
8/14/2017 16:00:00,35.98
8/15/2017 16:00:00,36.37
8/16/2017 16:00:00,37.46
8/17/2017 16:00:00,36.91
8/18/2017 16:00:00,36.34
8/21/2017 16:00:00,36.17
8/22/2017 16:00:00,35.9
8/23/2017 16:00:00,35.75
8/24/2017 16:00:00,35.22
8/25/2017 16:00:00,34.64
8/28/2017 16:00:00,34.68
8/29/2017 16:00:00,34.61
8/30/2017 16:00:00,35.53
8/31/2017 16:00:00,35.6
9/1/2017 16:00:00,34.9
9/5/2017 16:00:00,34.9
9/6/2017 16:00:00,34.39
9/7/2017 16:00:00,34.49
9/8/2017 16:00:00,34.35
9/11/2017 16:00:00,35.03
9/12/2017 16:00:00,33.8
9/13/2017 16:00:00,33.82
9/14/2017 16:00:00,36.55
9/15/2017 16:00:00,36.15
9/18/2017 16:00:00,36.39
9/19/2017 16:00:00,36.42
9/20/2017 16:00:00,36.07
9/21/2017 16:00:00,35.16
9/22/2017 16:00:00,35.17
9/25/2017 16:00:00,34.23
9/26/2017 16:00:00,33.94
9/27/2017 16:00:00,34.3
9/28/2017 16:00:00,34.49
9/29/2017 16:00:00,35.15
10/2/2017 16:00:00,36.25
10/3/2017 16:00:00,36.65
10/4/2017 16:00:00,37.89
10/5/2017 16:00:00,38.15
10/6/2017 16:00:00,38.67
10/9/2017 16:00:00,39.59
10/10/2017 16:00:00,39.77
10/11/2017 16:00:00,40.39
10/12/2017 16:00:00,40.33
10/13/2017 16:00:00,39.64
10/16/2017 16:00:00,39.55
10/17/2017 16:00:00,39.75
10/18/2017 16:00:00,39.81
10/19/2017 16:00:00,40.25
10/20/2017 16:00:00,50.17
10/23/2017 16:00:00,49
10/24/2017 16:00:00,49.28
10/25/2017 16:00:00,48.26
10/26/2017 16:00:00,47.91
10/27/2017 16:00:00,47.03
10/30/2017 16:00:00,48.31
10/31/2017 16:00:00,48.37
11/1/2017 16:00:00,48.69
11/2/2017 16:00:00,49.43
11/3/2017 16:00:00,50.99
11/6/2017 16:00:00,52.06
11/7/2017 16:00:00,51.81
11/8/2017 16:00:00,52.94
11/9/2017 16:00:00,52.33
11/10/2017 16:00:00,52.4
11/13/2017 16:00:00,52.27
11/14/2017 16:00:00,52.38
11/15/2017 16:00:00,51.9
11/16/2017 16:00:00,52.43
11/17/2017 16:00:00,52.37
11/20/2017 16:00:00,50.9
11/21/2017 16:00:00,52.21
11/22/2017 16:00:00,51.74
11/24/2017 13:00:00,52.23
11/27/2017 16:00:00,51.55
11/28/2017 16:00:00,51.19
11/29/2017 16:00:00,46.59
11/30/2017 16:00:00,46.69
12/1/2017 16:00:00,47.01
12/4/2017 16:00:00,44.28
12/5/2017 16:00:00,44.97
12/6/2017 16:00:00,45.17
12/7/2017 16:00:00,45.52
12/8/2017 16:00:00,46.46
12/11/2017 16:00:00,47.11
12/12/2017 16:00:00,45.46
12/13/2017 16:00:00,45.98
12/14/2017 16:00:00,45.43
12/15/2017 16:00:00,47.03
12/18/2017 16:00:00,46.81
12/19/2017 16:00:00,46.87
12/20/2017 16:00:00,46.69
12/21/2017 16:00:00,46.41
12/22/2017 16:00:00,46.26
12/26/2017 16:00:00,46.49
12/27/2017 16:00:00,46.14
12/28/2017 16:00:00,46.04
12/29/2017 16:00:00,45.52
1/2/2018 16:00:00,47.06
1/3/2018 16:00:00,50.4
1/4/2018 16:00:00,51.6
1/5/2018 16:00:00,51.87
1/8/2018 16:00:00,51.91
1/9/2018 16:00:00,52.72
1/10/2018 16:00:00,51.05
1/11/2018 16:00:00,52.04
1/12/2018 16:00:00,52.57
1/16/2018 16:00:00,52.82
1/17/2018 16:00:00,54.87
1/18/2018 16:00:00,55.6
1/19/2018 16:00:00,53.07
1/22/2018 16:00:00,52.26
1/23/2018 16:00:00,53.93
1/24/2018 16:00:00,52.77
1/25/2018 16:00:00,53.09
1/26/2018 16:00:00,53.85
1/29/2018 16:00:00,54.74
1/30/2018 16:00:00,53.39
1/31/2018 16:00:00,53.99
2/1/2018 16:00:00,53.26
2/2/2018 16:00:00,52.72
2/5/2018 16:00:00,51.23
2/6/2018 16:00:00,52.02
2/7/2018 16:00:00,51.79
2/8/2018 16:00:00,48.86
2/9/2018 16:00:00,50.19
2/12/2018 16:00:00,51.22
2/13/2018 16:00:00,51.8
2/14/2018 16:00:00,52.09
2/15/2018 16:00:00,52.92
2/16/2018 16:00:00,53.23
2/20/2018 16:00:00,54.26
2/21/2018 16:00:00,55.45
2/22/2018 16:00:00,52.41
2/23/2018 16:00:00,53.27
2/26/2018 16:00:00,52.77
2/27/2018 16:00:00,52.91
2/28/2018 16:00:00,54.29
3/1/2018 16:00:00,54.19
3/2/2018 16:00:00,58.17
3/5/2018 16:00:00,58.58
3/6/2018 16:00:00,59.14
3/7/2018 16:00:00,59.77
3/8/2018 16:00:00,59.79
3/9/2018 16:00:00,61.26
3/12/2018 16:00:00,61.8
3/13/2018 16:00:00,59.83
3/14/2018 16:00:00,59.98
3/15/2018 16:00:00,59.56
3/16/2018 16:00:00,59.26
3/19/2018 16:00:00,58.57
3/20/2018 16:00:00,59.16
3/21/2018 16:00:00,58.32
3/22/2018 16:00:00,57.51
3/23/2018 16:00:00,55.36
3/26/2018 16:00:00,56.62
3/27/2018 16:00:00,54.01
3/28/2018 16:00:00,52.16
3/29/2018 16:00:00,53.92
4/2/2018 16:00:00,53.78
4/3/2018 16:00:00,53.21
4/4/2018 16:00:00,56.11
4/5/2018 16:00:00,55.97
4/6/2018 16:00:00,54.59
4/9/2018 16:00:00,55.9
4/10/2018 16:00:00,56.99
4/11/2018 16:00:00,58.66
4/12/2018 16:00:00,60.64
4/13/2018 16:00:00,60.25
4/16/2018 16:00:00,60.68
4/17/2018 16:00:00,62.06
4/18/2018 16:00:00,62.07
4/19/2018 16:00:00,62.27
4/20/2018 16:00:00,58.21
4/23/2018 16:00:00,58.98
4/24/2018 16:00:00,57.21
4/25/2018 16:00:00,55.17
4/26/2018 16:00:00,56.04
4/27/2018 16:00:00,55.42
4/30/2018 16:00:00,55.98
5/1/2018 16:00:00,56.24
5/2/2018 16:00:00,56.47
5/3/2018 16:00:00,58.49
5/4/2018 16:00:00,59.99
5/7/2018 16:00:00,62.61
5/8/2018 16:00:00,63.18
5/9/2018 16:00:00,64.29
5/10/2018 16:00:00,65.29
5/11/2018 16:00:00,64.87
5/14/2018 16:00:00,62.48
5/15/2018 16:00:00,61.8
5/16/2018 16:00:00,61.77
5/17/2018 16:00:00,61.64
5/18/2018 16:00:00,63.4
5/21/2018 16:00:00,61.49
5/22/2018 16:00:00,61.66
5/23/2018 16:00:00,62.94
5/24/2018 16:00:00,63.92
5/25/2018 16:00:00,62.94
5/29/2018 16:00:00,62.71
5/30/2018 16:00:00,63.42
5/31/2018 16:00:00,63.79
6/1/2018 16:00:00,64.01
6/4/2018 16:00:00,64.42
6/5/2018 16:00:00,66.67
6/6/2018 16:00:00,67.82
6/7/2018 16:00:00,63.78
6/8/2018 16:00:00,64.28
6/11/2018 16:00:00,64.35
6/12/2018 16:00:00,66.21
6/13/2018 16:00:00,66.14
6/14/2018 16:00:00,66.49
6/15/2018 16:00:00,66.12
6/18/2018 16:00:00,66.61
6/19/2018 16:00:00,65.04
6/20/2018 16:00:00,65.53
6/21/2018 16:00:00,65.59
6/22/2018 16:00:00,64.19
6/25/2018 16:00:00,62.38
6/26/2018 16:00:00,63.25
6/27/2018 16:00:00,60.75
6/28/2018 16:00:00,62.12
6/29/2018 16:00:00,62.52
7/2/2018 16:00:00,63.35
7/3/2018 13:00:00,62.98
7/5/2018 16:00:00,63.4
7/6/2018 16:00:00,65.23
7/9/2018 16:00:00,64.78
7/10/2018 16:00:00,64.7
7/11/2018 16:00:00,65.33
7/12/2018 16:00:00,68.26
7/13/2018 16:00:00,67.19
7/16/2018 16:00:00,66.86
7/17/2018 16:00:00,67.88
7/18/2018 16:00:00,68.22
7/19/2018 16:00:00,67.86
7/20/2018 16:00:00,67.87
7/23/2018 16:00:00,66.4
7/24/2018 16:00:00,64.49
7/25/2018 16:00:00,67.05
7/26/2018 16:00:00,66.83
7/27/2018 16:00:00,73.84
7/30/2018 16:00:00,71.08
7/31/2018 16:00:00,72.41
8/1/2018 16:00:00,73.29
8/2/2018 16:00:00,74.92
8/3/2018 16:00:00,74.12
8/6/2018 16:00:00,75.55
8/7/2018 16:00:00,75.98
8/8/2018 16:00:00,76.17
8/9/2018 16:00:00,78.31
8/10/2018 16:00:00,78.07
8/13/2018 16:00:00,78.23
8/14/2018 16:00:00,78.71
8/15/2018 16:00:00,77.64
8/16/2018 16:00:00,78.1
8/17/2018 16:00:00,78.02
8/20/2018 16:00:00,78.25
8/21/2018 16:00:00,79.26
8/22/2018 16:00:00,80.06
8/23/2018 16:00:00,82.63
8/24/2018 16:00:00,86.11
8/27/2018 16:00:00,86.54
8/28/2018 16:00:00,87.66
8/29/2018 16:00:00,89.47
8/30/2018 16:00:00,89.29
8/31/2018 16:00:00,90.01
9/4/2018 16:00:00,91.9
9/5/2018 16:00:00,87.61
9/6/2018 16:00:00,86.68
9/7/2018 16:00:00,87.01
9/10/2018 16:00:00,87.96
9/11/2018 16:00:00,90.49
9/12/2018 16:00:00,89.58
9/13/2018 16:00:00,93.42
9/14/2018 16:00:00,94.18
9/17/2018 16:00:00,91.11
9/18/2018 16:00:00,92.4
9/19/2018 16:00:00,89.93
9/20/2018 16:00:00,91.32
9/21/2018 16:00:00,90.69
9/24/2018 16:00:00,92.47
9/25/2018 16:00:00,94.28
9/26/2018 16:00:00,94.36
9/27/2018 16:00:00,95.89
9/28/2018 16:00:00,96.14
10/1/2018 16:00:00,95.72
10/2/2018 16:00:00,93.6
10/3/2018 16:00:00,92.9
10/4/2018 16:00:00,85.67
10/5/2018 16:00:00,85.36
10/8/2018 16:00:00,81.09
10/9/2018 16:00:00,81.29
10/10/2018 16:00:00,78.65
10/11/2018 16:00:00,78.34
10/12/2018 16:00:00,81.71
10/15/2018 16:00:00,79.78
10/16/2018 16:00:00,82.84
10/17/2018 16:00:00,83.63
10/18/2018 16:00:00,81.89
10/19/2018 16:00:00,70.18
10/22/2018 16:00:00,72.64
10/23/2018 16:00:00,72.46
10/24/2018 16:00:00,67.12
10/25/2018 16:00:00,70.43
10/26/2018 16:00:00,68.92
10/29/2018 16:00:00,68.93
10/30/2018 16:00:00,71.34
10/31/2018 16:00:00,75.91
11/1/2018 16:00:00,76.75
11/2/2018 16:00:00,76.48
11/5/2018 16:00:00,74.61
11/6/2018 16:00:00,72.09
11/7/2018 16:00:00,77.61
11/8/2018 16:00:00,75.95
11/9/2018 16:00:00,73.29
11/12/2018 16:00:00,70.8
11/13/2018 16:00:00,73.01
11/14/2018 16:00:00,72.4
11/15/2018 16:00:00,75.75
11/16/2018 16:00:00,75.95
11/19/2018 16:00:00,69.31
11/20/2018 16:00:00,70.22
11/21/2018 16:00:00,72.13
11/23/2018 13:00:00,73.2
11/26/2018 16:00:00,76.17
11/27/2018 16:00:00,74.66
11/28/2018 16:00:00,80.7
11/29/2018 16:00:00,83.9
11/30/2018 16:00:00,85.94
12/3/2018 16:00:00,89.6
12/4/2018 16:00:00,85.72
12/6/2018 16:00:00,85.14
12/7/2018 16:00:00,80.46
12/10/2018 16:00:00,83.06
12/11/2018 16:00:00,82.98
12/12/2018 16:00:00,84.05
12/13/2018 16:00:00,84.25
12/14/2018 16:00:00,83.19
12/17/2018 16:00:00,79.85
12/18/2018 16:00:00,79.12
12/19/2018 16:00:00,81.06
12/20/2018 16:00:00,82.25
12/21/2018 16:00:00,81.13
12/24/2018 13:00:00,78.66
12/26/2018 16:00:00,85.32
12/27/2018 16:00:00,87.57
12/28/2018 16:00:00,87.6
12/31/2018 16:00:00,88.98
1/2/2019 16:00:00,89.03
1/3/2019 16:00:00,84.48
1/4/2019 16:00:00,87.09
1/7/2019 16:00:00,92.71
1/8/2019 16:00:00,94.82
1/9/2019 16:00:00,95.81
1/10/2019 16:00:00,95.5
1/11/2019 16:00:00,95.65
1/14/2019 16:00:00,93.71
1/15/2019 16:00:00,95.38
1/16/2019 16:00:00,94.32
1/17/2019 16:00:00,92.92
1/18/2019 16:00:00,90.67
1/22/2019 16:00:00,91.44
1/23/2019 16:00:00,93.65
1/24/2019 16:00:00,93.32
1/25/2019 16:00:00,95.86
1/28/2019 16:00:00,94.72
1/29/2019 16:00:00,93.22
1/30/2019 16:00:00,95.01
1/31/2019 16:00:00,98.4
2/1/2019 16:00:00,98.98
2/4/2019 16:00:00,102.18
2/5/2019 16:00:00,102.77
2/6/2019 16:00:00,103.54
2/7/2019 16:00:00,102.35
2/8/2019 16:00:00,104.34
2/11/2019 16:00:00,104.57
2/12/2019 16:00:00,106.12
2/13/2019 16:00:00,105.25
2/14/2019 16:00:00,104.81
2/15/2019 16:00:00,104.9
2/19/2019 16:00:00,103.91
2/20/2019 16:00:00,104.12
2/21/2019 16:00:00,103.04
2/22/2019 16:00:00,105.25
2/25/2019 16:00:00,106.75
2/26/2019 16:00:00,105.88
2/27/2019 16:00:00,106.33
2/28/2019 16:00:00,107.48
3/1/2019 16:00:00,110.95
3/4/2019 16:00:00,104.71
3/5/2019 16:00:00,104.43
3/6/2019 16:00:00,103.5
3/7/2019 16:00:00,104.21
3/8/2019 16:00:00,104.25
3/11/2019 16:00:00,109.51
3/12/2019 16:00:00,110.94
3/13/2019 16:00:00,108.58
3/14/2019 16:00:00,110.48
3/15/2019 16:00:00,110.27
3/18/2019 16:00:00,111.22
3/19/2019 16:00:00,112.42
3/20/2019 16:00:00,112.83
3/21/2019 16:00:00,115.5
